URL Number,Title,Category,Description,MP3 URL
"""157303""","""傻【哔】还是太多Vol.4丨双泉难敌“三手”""","""Gadio Life""","""本期时间轴制作：正负引擎 经历了一次轮回之后，主角团一行四人拿到了一把会说话的”枪“，他们决定听从枪的指引，好好调查这个镇子，但是让他们没想到的是这个镇子隐藏的秘密远比想象的还要多... 这是谁的手？""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F4d2ba602-896e-4a7f-ae32-10949705f4c7.mp3"""
"""157306""","""苏联美学演义 Vol.14丨20年代电影（上）苏联电影如何影响中国与全世界""","""Gadio Pro""","""本期时间轴制作：NineSolitary 与其他的艺术形态相比，俄国电影的发展几乎与全世界同步，甚至在内容与技巧方面还更胜一筹。到了十月革命之后，苏联电影的发展轨迹便走出了自己的独特道路，并为世界电影带来了暴风骤雨般的理论与技术进步。在未来主义与构成主义活跃的20年代，库里肖夫、维尔托夫等大师提出了怎样的观点？苏联电影中为何留下了中国早期革命领袖的影像？请听本期节目。 由于机核自身的性质与我们能力所限，《苏联美学》系列节目很大程度上仍停留在信息消费的层级，谈不上“研究”“发现”与“拓展”，仅为抛砖引玉，如果能够激发更多人对于俄苏文化体系的兴趣，我们的目标也就达到了。 整理、融合与创作内容，所需的时间、精力都是超出想象的，成稿仓促，可能无法达到理想中的优良状态，还请各位多多批评。节目中提及的内容会尽量提供出处，供有兴趣的朋友参阅并继续挖掘。由于电台中述及概念较多，牵涉到一些历史与政治内容，我们特别声明：反对以断章取义、割裂上下语境的方式曲解其中任何观点，感谢大家的理解。 内容因剧透、敏感不适等原因被隐藏点击查看互联网文档与网站：www.nssd.cn 国家哲学社会科学学术期刊数据库   www.cnki.net 中国知网     sinoss.net 高校社科人文信息网  z-lib.org Zlibrary  Marxist.org 中马库Bilibili.com youtube.com  rgafkd.ru ru.wikipedia.org kino-teatr.ru culture.ru megabook.ru kinoart.ru Kinopoisk.ru razlib.ru rudata.ru vilavi.ru 内容因剧透、敏感不适等原因被隐藏点击查看著作（实体书+电子书）：《苏联电影史纲（第一卷）》，苏联科学院艺术史研究所/苏联国家影片馆，龚逸霄 译，中国电影出版社，1959 《俄苏电影发展史简编（1896—1953）》，贺红英，金城出版社，2021 《俄罗斯文化史》，泽奇娜（Мария Ростиславовна Зезина）/科什曼（Лидия Васильевна Кошман）/舒利金（В. С. Шульгин），刘文飞/苏玲 译，上海译文出版社，1999 《世界电影史》，乔治·萨杜尔，徐昭/胡承伟 译，中国电影出版社，1982 《俄苏电影：路标与轨迹》，贺红英，金城出版社，2021 《文学语境中的苏联电影》，贺红英，中国电影出版社，2008 《苏联文化体制沿革史》，马龙闪，中国社会科学出版社，1996 《俄苏文学批评史》，刘宁/程正民，北京师范大学出版社，1992 《当代西方电影美学思想》，李幼蒸，中国社会科学出版社，1986 《电影导演基础》，库里肖夫，志刚 译，中国电影出版社，1961 《苏联电影的道路与莫斯科艺术剧院》，阿列伊尼科夫（Моисе́й Ники́форович Але́йников），立凡/保尔/慧生 译，艺术出版社，1954 《苏联电影史与电影理论工作问题》，波尔沙科夫（Иван Григорьевич Большако́в），郑雪来 译，中央电影局，1954 《苏联电影史中几个有待争议的问题》，尤特凯维奇，中国电影出版社，1961 《阅读俄罗斯》，童道明，上海三联书店，2008 《马雅可夫斯基诗选》，马雅可夫斯基，飞白 译，上海译文出版社，1981 《评“自由”杂志》，《列宁全集》第二版第5卷，人民出版社，1986 内容因剧透、敏感不适等原因被隐藏点击查看电影档案参考：《Необычайные приключения мистера Веста в стране большевиков》，Лев Владимирович Кулешов，1924-04-27，55分钟，IMDb: tt0015167 《Луч смерти》，Лев Владимирович Кулешов，1925，76分钟，IMDb: tt0016049 《По закону》，Лев Владимирович Кулешов，1926，78分钟，IMDb: tt0017271 《Годовщина Революции》，Дзига Вертов，1918，121分钟，IMDb: tt0010180 《Кино-глаз》，Дзига Вертов，1924，78分钟，IMDb: tt0015039 《Шагай, Совет!》，Дзига Вертов，1926，69分钟，IMDb: tt0017372 《Шестая часть мира》，Дзига Вертов，1926，74分钟，IMDb: tt0017376 《Человек с киноаппаратом》，Дзига Вертов，1926，68分钟，IMDb: tt0019760 《Великий перелёт》，Владимир Адольфович Шне́йдеров，1925 《Шанхайский документ》Яков Моисеевич БЛИОХ，51分钟，1928，IMDb: tt0019369 内容因剧透、敏感不适等原因被隐藏点击查看论文：《20世纪上半期的中国“苏俄通讯”研究》，杨丽娟，扬州大学，马克思主义中国化 博士学位论文，周一平 教授 指导，2013 《电影中的电影：元电影研究》，杨抒，中国艺术研究院，电影美学 博士学位论文，贾磊磊 研究员 指导，2007 《政治纪录片研究——以西方作品为例》，沈庆斌，南京大学，戏剧戏曲学 博士学位论文，周安华 教授 指导，2011 《俄罗斯先锋派艺术对前苏联列宁时期海报设计的影响》，庄云鹏，广西师范大学，美术学 硕士学位论文，帅民风 教授 指导，2012 《蒙太奇在电影创作中的应用研究》，厉先锋，浙江师范大学，广播电视艺术学 硕士学位论文，李欣 教授 指导，2010 《列宁文化建设思想及苏联社会主义文化建设》，李炜，华中师范大学，科学社会主义与国际共产主义运动 硕士学位论文，俞思念 教授 指导，2005期刊与其他文献：《影像大使与影像外交——论纪录片在现代国际关系中的作用》，单万里，《北京电影学院学报》，2002.6 《现实主义电影表现派的历史源流》，罗慧生，《电影艺术》，1987.11 《现代电影思维的美学特征》，罗慧生，《电影艺术》，1984.7 《先驱者的足迹——纪念早期的几位纪录电影大师》，单万里，《当代电影》，1995.1 《先锋派：二十年代末至六十年代》，巴·阿芒卡尔，周永莲 译，《世界电影》，1984.6 《维尔托夫创作札记选》，罗晓风，《电影艺术译丛》，1957.10 《谈谈列宁的银幕形象》，李邦媛，《世界电影》，1984.3 《苏联艺术与电影中的蒙太奇观念》，大卫·波德维尔，贾斌武 译，《艺苑》，2015.2 《理念与方法殊途同归的维尔托夫和里芬斯塔尔》，倪祥保，《苏州大学学报》，2011.7 《库里肖夫的遗产——一个关于电影“知识”的个案描述》，黎萌，《电影艺术》，2007.3 《关于库里肖夫同志和他的<电影导演基础>》，张客，《电影艺术》，1962.1 《列宁的<评“自由”杂志>》 ，陈花明，《新闻界》，2018.02 《1925年我是怎样在中国拍摄电影的——1925年莫斯科——北京航行参加者苏联电影导演的手记》，史涅伊吉洛夫，刘星 译，《中国电影》，1958.4 《苏联影库中的1927<上海纪事>》，张景岳，《档案春秋》，2012.10《Титры к фильму Дзиги Вертова «Годовщина революции»》Светлана Ишевская《ПЕРЕЛЁТ МОСКВА-ПЕКИН-ТОКИО》《Красный Воздушный Флот》 俄国头牌男主角竟是沙皇，扛摄影机的骑兵冲锋陷阵""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F2f9c2efe-68e9-4d99-a743-5b2848c99655.mp3"""
"""157307""","""血肉与机械，《蔑视》背后的美学""","""Gadio Pro""","""本期时间轴制作： echo0855 游戏《蔑视》终于正式与玩家见面了。很多玩家都十分好奇，这款风格迥异的游戏在美术方面有什么奥秘？这种难以被归类的风格背后又可以追述到那些重要的艺术家？本期节目我们就好好聊聊《蔑视》这款游戏和它背后的美学。 这款游戏背后，不得不说的两位艺术家""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F60cdebbb-5627-4bc2-841b-37cdca14ceae.mp3"""
"""157324""","""免费有声档案：列奥尼达（《刺客信条：奥德赛》）""","""机核有声书""","""【本系列播客节目由育碧制作及授权，共10集，全部免费在机核网上线收听】 自2007年以来，《刺客信条》让数以百万计的玩家踏上了穿梭时空的奇妙旅程。为了庆祝育碧公司这款经典的系列电子游戏上市15周年，特制作《历史的回声：传奇人物轶事》这档播客节目，带领听众重温多位著名历史人物的非凡人生传奇。 列奥尼达、克利奥帕特拉、列奥纳多·达·芬奇、黑胡子、开膛手杰克……这些著名历史人物的丰功伟绩震古烁今，以至于人们只记得他们的传奇，忘了他们的真实人生。《传奇人物轶事》这档播客节目破除了我们对这些名人的迷思，使我们更好地了解历史真相，乃至了解他们取得的无人知晓的伟大成就。 在温泉关发生的传奇战役被人们反复传颂，这段英勇的事迹至今为人津津乐道： 300名斯巴达战士在狭窄的关隘抵抗上万名波斯士兵的进攻，以保护古希腊军队撤退。这场战役是勇气、牺牲精神和荣耀的象征。然而这个故事需要补充一些细节，当时的斯巴达人并非孤军奋战。而且我们应该把列奥尼达的性格描述得更丰满一些。 本有声音频由育碧授权，免费在机核网及机核APP上线 刺客信条系列播客《历史的回声：传奇人物轶事》""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F2e950eb7-6973-4dd2-b36b-73dc1a0bcb6c.mp3"""
"""157326""","""免费有声档案：克利奥帕特拉（《刺客信条：起源》）""","""机核有声书""","""【本系列播客节目由育碧制作及授权，共10集，全部免费在机核网上线收听】 自2007年以来，《刺客信条》让数以百万计的玩家踏上了穿梭时空的奇妙旅程。为了庆祝育碧公司这款经典的系列电子游戏上市15周年，特制作《历史的回声：传奇人物轶事》这档播客节目，带领听众重温多位著名历史人物的非凡人生传奇。 列奥尼达、克利奥帕特拉、列奥纳多·达·芬奇、黑胡子、开膛手杰克……这些著名历史人物的丰功伟绩震古烁今，以至于人们只记得他们的传奇，忘了他们的真实人生。《传奇人物轶事》这档播客节目破除了我们对这些名人的迷思，使我们更好地了解历史真相，乃至了解他们取得的无人知晓的伟大成就。 克利奥帕特拉作为古埃及的传奇女法老，她的大名谁人不知？她有女神一般的绝美容貌，在男人的世界中登上权力顶峰，先后引诱了古罗马共和国领袖尤利乌斯·恺撒和将军马克·安东尼，最终迎来了悲壮的死亡。然而这些只是克利奥帕特拉取得的伟大成就的一小部分。她如何获得古埃及的法老王权，又怎样在统治期间确保大权不旁落，从中我们得以领略一位真正领袖的人格魅力。 本有声音频由育碧授权，免费在机核网及机核APP上线 刺客信条系列播客《历史的回声：传奇人物轶事》""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F597d3787-527a-427c-bfd1-9b2fd092d650.mp3"""
"""157328""","""免费有声档案：开膛手杰克（《刺客信条：枭雄》）""","""机核有声书""","""开膛手杰克是何许人也？130多年前，在伦敦的白教堂一带发生过多起恐怖凶杀案，行凶之人是英国史上最有名的连环杀人犯，然而他的身份至今仍是个谜。这几起凶案和凶手的作案动机至今同样让人们浮想联翩。时至今日，开膛手杰克身上仍然迷雾重重，而流行文化对他的演绎让人们产生了不少误解。现在是时候还原真相了。 刺客信条系列播客《历史的回声：传奇人物轶事》""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F3bee822f-e6c0-432f-b858-61e86e6e0e3c.mp3"""
"""157331""","""免费有声档案：萨德侯爵（《刺客信条：大革命》）""","""机核有声书""","""说他是作家也好，是哲学家也罢，如何评价萨德侯爵有很多争议，这都拜他的著作所赐。他的书中有大量的色情描写，也不乏酷刑、强暴和谋杀。人们曾对他极其鄙夷，以致于在英语中根据他的名字发明了“虐待狂”一词。由于他写淫书害人，而且举止乖张，所以他一生当中超过三分之一的时间是在牢狱中度过的。然而这位法国贵族之后是怎样集可鄙和传奇于一身的呢？ 刺客信条系列播客《历史的回声：传奇人物轶事》""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F4758093c-e84c-4ef8-baf2-3e2df2535b3c.mp3"""
"""157332""","""免费有声档案：本杰明·富兰克林（《刺客信条：叛变》）""","""机核有声书""","""作为唯一先后在1776年签署《独立宣言》，1778年签署《法美同盟条约》和1787年签署初版《美国宪法》的人，本杰明·富兰克林的历史地位也许是美国最重要的开国元勋。虽然他本人没有当过总统，却因此被誉为“美国唯一从未当过总统的总统”。然而这位政治人物在忙于政务之余也是一位伟大的科学家，他有多项发明，其中包括避雷针。 刺客信条系列播客《历史的回声：传奇人物轶事》""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F42d6777b-3b03-4e8d-b13f-51b583e59ac8.mp3"""
"""157333""","""免费有声档案：黑胡子（《刺客信条4：黑旗》）""","""机核有声书""","""回想一下你认识的海盗，你很有可能一开始就想起一个留黑胡子的人：他是一名残酷的海盗船长，留着长胡子，戴了帽子，是个嗜血狂徒，他一边吆喝着甲板上他的手下向前冲，一边准备登上一艘不幸被他劫持的商船。是的，这确实是绰号黑胡子的爱德华·蒂奇几个世纪以来的形象。但真正的蒂奇并非残暴至极，至少没有比当时其他的海盗更残暴。 刺客信条系列播客《历史的回声：传奇人物轶事》""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F6b8a7a15-4e12-4550-bfbb-f4d8da6776a1.mp3"""
"""157335""","""免费有声档案：保罗·列维尔（《刺客信条3》）""","""机核有声书""","""他的名字影响后人写出了很多诗歌、小说和歌曲……保罗·列维尔永远和他最伟大的事迹联系在一起：他在1775年4月18日到19日进行的“午夜骑行”。他在深夜骑马长途跋涉，从波士顿赶到莱克星顿，去提醒约翰·汉考克和塞缪尔·亚当斯英军的动向。这个夜晚改变了美国独立战争的发展轨迹，也改变了即将成立的美利坚合众国的命运。然而隐没于历史烟云中不为人所知的事是保罗·列维尔并非只是一名骑手。他是秘密团体自由之子的一名非常活跃成员，并且在暗中支持美国革命。 刺客信条系列播客《历史的回声：传奇人物轶事》""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F2fa96f79-2529-4e83-bd89-a9b74ab6bd64.mp3"""
"""157337""","""免费有声档案：尼科洛·波罗和马费奥·波罗（《刺客信条：启示录》）""","""机核有声书""","""波罗这个姓氏已被镌刻在探险传奇史中。当然，马可·波罗对此功不可没，因为他详细描述了他的中国之旅，他为大蒙古国可汗忽必烈效力的经历。但是马可·波罗的成就很大程度上要归功于他的父亲尼科洛和叔叔马费奥。这两位商人的探险始于建立从西欧到亚洲沿途的贸易站，然后一路来到中国……而且来过两次！在第二次来中国时，他们带上了年轻的马可·波罗，马可当时年仅十七。马可和爸爸和叔叔一起开始了他的传奇之旅。不过我们没有理由让两兄弟后代的光芒掩盖了他们的成就。 刺客信条系列播客《历史的回声：传奇人物轶事》""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F133d83a0-0f65-4148-b33e-da1d15938664.mp3"""
"""157339""","""免费有声档案：卢克雷齐娅·波吉亚（《刺客信条：兄弟会》）""","""机核有声书""","""卢克雷齐娅·波吉亚在历史上遭受了不公平的待遇。她是罗德里戈·波吉亚的私生女，而罗德里戈后来成为了罗马教皇亚历山大六世。卢克雷齐娅因为她的家庭恶名而受到连累（她的父亲是有名的行为放荡者）。她过世300多年后，在以她父亲的名字来命名的戏剧中，维克多·雨果为卢克雷齐娅·波吉亚杜撰了一段黑色传奇，取材于她身上的乱伦、投毒和谋杀谣言。然而这些谣言至今也没有得到证实，而且其中大部分是波吉亚家族的对手传播的。现在历史学家证实卢克雷齐娅·波吉亚是戕害女性时代的一位受害者，他们也在尝试纠正人们对她的误解。 刺客信条系列播客《历史的回声：传奇人物轶事》""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F4489874d-1fce-44df-b7b9-c2a96e78912d.mp3"""
"""157340""","""免费有声档案：列奥纳多·达·芬奇（《刺客信条2》）（完）""","""机核有声书""","""画家、科学家、工程师、发明家、解剖学家、雕塑家、建筑家、城市规划师、植物学家、音乐家、哲学家、作家——这些都是列奥纳多·达·芬奇的身份，但他的成就不止于此。这位生活在意大利文艺复兴时期的博学艺术家在那个时代的所有学问上都留下了自己的印记，而现在人们广泛认为他是世界上最伟大的思想家之一。但我们真地了解他吗？人们至今仍在争论他的发明和艺术创作带来的真正影响。 关于《历史的回声》系列节目： 《历史的回声》播客节目受到了育碧公司制作的著名系列电子游戏《刺客信条》的启发，让听众能深入解读历史上精彩的人物事迹。通过故事讲述者和历史学家的帮助，听众能获悉最经典的传奇，重温人类历史上最重要的时刻，见识最非凡的历史人物。《历史的回声》让过往的岁月重新鲜活起来。 点此收听 机核网上线的往期刺客信条系列有声档案：《历史的回声：诸神的黄昏》 刺客信条系列播客《历史的回声：传奇人物轶事》""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F9ab8177a-4f44-4c28-bdfb-ea4bbe33baff.mp3"""
"""157396""","""想听你说说《链锯人》动画怎么样，机浪Vol.4""","""Gadio Wave""","""本期节目无时间轴。 左等右等，《链锯人》动画终于开播！看完第一集，你觉得它的表现是否达到了你的预期？本期GadioWave咱们快速分享一下（节目包含剧透内容）。 *GadioWave是一档快速、自由的电台栏目，我们打算以尽量快的速度在节目里分享我们对于新鲜事物的感受。不管是玩的、看的、听的、读的，没有固定的更新时间，没有固定的主持人员，没有时间轴，但是充满情感。 哪儿满意？哪儿不满意？""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F59b07a49-dff8-444f-96a2-566525212dfd.mp3"""
"""157542""","""傻【哔】还是太多Vol.5丨枪战孤儿院""","""Gadio Life""","""本期时间轴制作： _小马哥_ 随着线索的指引，一行人居然再次回到了当初拜访过的孤儿院，但这次迎接众人的可不再是严肃的保安和友善的小朋友们，而是遍地的尸体和正在行凶的村民，在这之中，还有那已经变成怪物的神父。这次他们如何对抗邪恶势力？请听！ 你下来！你给我下来！""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F0aa088b9-a8cc-4fa3-ad70-b2e4e1293b3b.mp3"""
"""157546""","""每个人都是创作者，机组闲聊Vol.9""","""Gadio Life""","""本期时间轴制作：正负引擎 我们卧虎藏龙的机组社区中，有着为数众多的各种创作者。在这个所有人都同时既是内容使用者又是内容创作者的时代，大家是如何看待创作的？如何开始创作的？又在创作中遇到了怎样的困境？本期节目我们请到了两位机组里深受大家喜爱的的“小画师”，说书人J和桑德雷来一起聊聊“关于创作的那些事”。 你也是个writer？""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F7199857a-9b1b-4921-971a-b14249426ffb.mp3"""
"""157549""","""英国王室 VS 现代媒体 下期：一地鸡毛""","""Gadio Pro""","""本期时间轴制作： NineSolitary 英国王室与现代媒体的“互动”故事进入到下篇。进入到电视时代，一切的体面都不复存在，虽然提起英国王室的丑闻大家都或多或少知道戴安娜王妃离世的事件，但其实鸡飞狗跳的混乱早在多年之前就已经开始。被丑闻轮番轰炸的英国王室，将会为我们带来一个永远不会有答案的复杂的谜案... 招架不住""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F5890c8c1-12cb-4431-8a28-86dcd3ec7c3c.mp3"""
"""157550""","""《新·奥特曼》，还挺好看 天天ACG 10.20""","""Gadio News""","""本期时间轴制作： echo0855 《火炬之光 无限》、《恶月十三》手机端开服，水上竞技赛艇娘手游《Dolphin Wave》20号日服上线，《胜利女神 nikke》11月4日开始运营。本期话题说了说最近看的新番，最后也聊了聊《新奥特曼》。 做人不能太古板""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F8e0ff3e8-7a3a-4964-9c97-0f37b2e775fa.mp3"""
"""157551""","""白活二十年，GadioNews10.22""","""Gadio News""","""本期时间轴制作： 佟和 《寂静岭》专场直播公布包括《寂静岭2》重制版在内数款系列新作，《生化危机》专场直播带来系列最新消息，《最终幻想16》公布新预告片“AMBITION”，Capcom宣布《鬼泣5》全球销量突破600万份，DualSense Edge手柄将于明年1月26日发售，下周开启预定，EA计划关闭《镜之边缘》、《极速猛冲》等多款游戏在线服务器，拳头游戏收购《坦克世界》开发商悉尼工作室。 你们这些重制""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F57c06482-6d42-4df0-bc84-cdb88e4bc21f.mp3"""
"""157717""","""配音演员与游戏工作室的争议，机浪Vol.5""","""Gadio Wave""","""这两天，原《猎天使魔女》系列主角“贝优妮塔”的英文配音演员Hellena Taylor与白金工作室和任天堂之间的争议受到大家的关注，对于这件事你的看法是什么？本期GadioWave节目，我们也让配音演员大海老师通过文字为我们解答了一些疑惑。 再冷静一点""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F46b6a832-0d7d-437a-896c-12d04b7b9f73.mp3"""
"""157803""","""都市传说不好编，网络好友会发癫：《流行之神2》番外篇""","""Gadio Story""","""本期时间轴制作： 佟和 继续《流行之神2》的故事，电台的第五期，来到了游戏最后的番外篇，番外篇由几个主角的个人故事构成，故事的主角，分别是几个主角的个人故事和最后的特殊报告。 巧遇美女搜查官，秘密调查不简单""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F5f592265-8765-4a0d-ab39-212615a4e96a.mp3"""
"""157804""","""电视剧远远没有八卦好看丨日剧 2022""","""Gadio Life""","""本期时间轴制作： _小马哥_ 、 正负引擎 一年一度的日剧节目来了。过去一年的日剧有些乏善可陈，但是一浪接一浪的日娱八卦却为我们在观剧时提供了其他别样的乐趣。 该轮到谁了？""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2Fc295e981-1388-4a66-9e39-ae695a793065.mp3"""
"""157806""","""苏联美学演义 Vol.15丨20年代电影（下）红色银幕上的岁月史书""","""Gadio Pro""","""本期时间轴制作：NineSolitary 库里肖夫和维尔托夫之后，与他们处于同一时代的苏联电影大师仍有许多做出了值得铭记与传承的创举。爱森斯坦的《战舰波将金号》技惊四座，普多夫金和杜甫仁科也分别以自己的代表作获得了世界影坛的认同。我们这期就来聊聊20年代苏联电影其他的伟大成就，以及列宁及苏联历史电影的特型演员传统从何而来，为什么我们会将电影中形成的视觉印象当成真正的历史碎片。 由于机核自身的性质与我们能力所限，《苏联美学》系列节目很大程度上仍停留在信息消费的层级，谈不上“研究”“发现”与“拓展”，仅为抛砖引玉，如果能够激发更多人对于俄苏文化体系的兴趣，我们的目标也就达到了。 整理、融合与创作内容，所需的时间、精力都是超出想象的，成稿仓促，可能无法达到理想中的优良状态，还请各位多多批评。节目中提及的内容会尽量提供出处，供有兴趣的朋友参阅并继续挖掘。由于电台中述及概念较多，牵涉到一些历史与政治内容，我们特别声明：反对以断章取义、割裂上下语境的方式曲解其中任何观点，感谢大家的理解。 内容因剧透、敏感不适等原因被隐藏点击查看互联网文档与网站：www.nssd.cn 国家哲学社会科学学术期刊数据库    www.cnki.net 中国知网      sinoss.net 高校社科人文信息网   z-lib.org Zlibrary   Marxist.org 中马库Bilibili.com  youtube.com  Kinopoisk.com lvi.ru dzen.ru academic.ru Krugosvet.com Kinoagentstvo.ru 内容因剧透、敏感不适等原因被隐藏点击查看著作（实体书+电子书）：《苏联电影史纲（第一卷）》，苏联科学院艺术史研究所/苏联国家影片馆，龚逸霄 译，中国电影出版社，1959  《俄苏电影发展史简编（1896—1953）》，贺红英，金城出版社，2021  《俄苏电影：路标与轨迹》，贺红英，金城出版社，2021  《文学语境中的苏联电影》，贺红英，中国电影出版社，2008 《苏联电影的道路与莫斯科艺术剧院》，阿列伊尼科夫（Моисе́й Ники́форович Але́йников），立凡/保尔/慧生 译，艺术出版社，1954  《苏联电影史与电影理论工作问题》，波尔沙科夫（Иван Григорьевич Большако́в），郑雪来 译，中央电影局，1954  《苏联电影史中几个有待争议的问题》，尤特凯维奇，中国电影出版社，1961 《蒙太奇论》，爱森斯坦，富澜 译，中国电影出版社，1999 《爱森斯坦论文选集》，爱森斯坦，魏边实 译，中国电影出版社，1962 《战舰波将金号》，爱森斯坦，周传基/陈笃忱 译，中国电影出版社，1958 《普多夫金论文选集》，普多夫金，罗慧生/何力/黄定语 译，中国电影出版社，1958 《论电影的编剧、导演和演员》，普多夫金，何力 译，中国电影出版社，1980 《杜甫仁科选集》，杜甫仁科，中国电影出版社，1962 《论电影剧作》，杜甫仁科，龚逸霄 译，中国电影出版社，1959 内容因剧透、敏感不适等原因被隐藏点击查看电影档案参考： 《Стачка》，Сергей Эйзенштейн，1925-04-28，82分钟，IMDb: tt0015361 《Броненосец Потёмкин》，Сергей Эйзенштейн，1925，75分钟，IMDb: tt0015648 《Октябрь》，Сергей Эйзенштейн，1928-01-20，99分钟，IMDb: tt0018217 《Шахматная горячка》，Всеволод Пудовкин，1925，28分钟，IMDb: tt0015673 《Механика головного》，Всеволод Пудовкин，90分钟，IMDb: tt0209143 《Мать》，Всеволод Пудовкин，1926-10-11，89分钟，IMDb: tt0017128 《Конец Санкт-Петербурга》，Всеволод Пудовкин，1927，89分钟，IMDb: tt0018066 《Потомок Чингисхана》，Всеволод Пудовкин，1928，126分钟，IMDb: tt0019286 《Звенигора》，Александр Довженко，1928-05-08，90分钟，IMDb: tt0019611 《Арсенал》，Александр Довженко，1929-03-26，70分钟，IMDb: tt0019649 《Земля》，Александр  Довженко，1930-04-08，75分钟，IMDb: tt0021571 内容因剧透、敏感不适等原因被隐藏点击查看论文：《爱森斯坦电影美学思想研究》，吕丽，山东大学，文学与艺术传播 博士学位论文，谭好哲教授 指导，2015 《爱森斯坦与普多夫金的蒙太奇理论及其文化意义的比较研究》，周爱军，上海戏剧学院，电影学 硕士学位论文，杨剑明教授 指导，2013 《现代电影形式感染力的影像机制研究 ——经典电影理论范畴“杂耍”新释》，刘永宁，南京艺术学院，电影学 博士学位论文，沈义贞教授 指导，2013 《电影的观念：从现代到后现代》，孙燕，华东师范大学，中国语言文学 博士学位论文，王晓玉教授 指导，2009期刊与其他文献： 《真实地艺术再现革命导师列宁的战斗历史——列宁形象塑造浅探》，高云雷，《黑龙江财专学报》，1986.01 《苏联的诗电影》，李小燕，《电影艺术》，1986.02 《肖斯塔科维奇的音乐创作生涯》，吕金藻/郑向群，《艺圃（吉林艺术学院学报）》，1990.02 《物质性和蒙太奇：电影研究、数字人文与运动影像的可视化》，阿德莱德·赫夫伯格/张斌，德国联邦档案局柏林电影资料部/上海大学上海电影学院，《北京电影学院学报》，2020.12 《苏联电影是社会主义电影文化的拓荒者——学习苏联电影札记》，干学伟，《中国电影》，1957Z1 《论爱森斯坦和普多夫金的理论遗产》，C.金兹堡，俞虹 译，《电影艺术译丛》，1957.10 《爱森斯坦的美学》，詹·纽科姆，王卓如 译，《电影艺术译丛》，1980.05 《苏联蒙太奇理论在中国的早期传播及其影响》，贾斌武，《文艺争鸣》，2016.04 《苏联艺术与电影中的蒙太奇观念》，大卫·波德维尔，贾斌武 译，《艺苑》，2015.01 《思想家·诗人·革新者》，P.尤列涅夫，杨秀实 译，《世界电影》，1957.12 《杜甫仁科教导了我们什么》，卡尔洛·利薩尼/馬西莫·米达，柏立 译，《世界电影》，1958.02 《理性电影——爱森斯坦电影理论大厦的第一块基石》，俞虹，《世界电影》，1988.06 《电影艺术与辩证唯物论》，叶·魏茨曼，崔君衍 译，《世界电影》，1988.04 《从《母亲》看普多夫金电影的现实主义精神》，苗元华，《俄罗斯文艺》，2011.01 《爱森斯坦蒙太奇美学管窥》，俞虹，《文艺研究》，1981.04 《战舰波将金号》《母亲》《土地》与光影间的真假记忆""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F637e3675-1811-4528-a84e-07b7997cdd53.mp3"""
